model,system,window,metric,stratum,group_mean_difference,group_median_difference,group_win_rate,ci95_low,ci95_high
A6_PRE_EVENT,IEEE39,10_30,trajectory_rmse,BELOW_HIGH,0.03818845463950143,0.012714346065673005,0.2983425414364641,0.026827599647466106,0.05023234227876089
A6_PRE_EVENT,IEEE39,10_30,differential_rmse,BELOW_HIGH,0.03892534302967154,0.0015053132464874649,0.32044198895027626,0.023633697746431214,0.056116832298705656
E1_GRAPHICAL_DEEPONET,NPCC140,full,trajectory_rmse,BELOW_HIGH,0.006846415382266432,0.007094309410769863,0.10294117647058823,0.003409179144381794,0.01003953213520611
E1_GRAPHICAL_DEEPONET,NPCC140,full,differential_rmse,BELOW_HIGH,-0.00016381615029424564,0.0041463393287935555,0.22058823529411764,-0.005814805154804983,0.005180565636045849
E1_GRAPHICAL_DEEPONET,NPCC140,0_2,trajectory_rmse,BELOW_HIGH,0.0031536614296442562,0.004581716632038225,0.16176470588235295,0.0004099865502112584,0.005462032113000723
E1_GRAPHICAL_DEEPONET,NPCC140,0_2,differential_rmse,BELOW_HIGH,-0.0008564862788484901,0.0049540548388698705,0.22058823529411764,-0.005317299385104368,0.0028810132310907164
E1_GRAPHICAL_DEEPONET,NPCC140,2_10,trajectory_rmse,BELOW_HIGH,0.008797563772158975,0.006183124882910111,0.0,0.007432838817630678,0.01026340638698848
E1_GRAPHICAL_DEEPONET,NPCC140,2_10,differential_rmse,BELOW_HIGH,0.005509552854454538,0.004050353840629708,0.017857142857142856,0.0035484674037290984,0.007710209230141428
E1_GRAPHICAL_DEEPONET,NPCC140,10_30,trajectory_rmse,BELOW_HIGH,0.011358391249326484,0.009461544966201824,0.017857142857142856,0.0086088389360435,0.014630459451450828
E1_GRAPHICAL_DEEPONET,NPCC140,10_30,differential_rmse,BELOW_HIGH,0.006947292497840271,0.006465718277020273,0.08928571428571429,0.0015636232877220232,0.01262044155358949
E1_GRAPHICAL_DEEPONET,IEEE39,full,trajectory_rmse,BELOW_HIGH,-0.012247106674389477,-0.001582429792914003,0.5347826086956522,-0.01906262656939332,-0.006032040005849491
E1_GRAPHICAL_DEEPONET,IEEE39,full,differential_rmse,BELOW_HIGH,-0.021356847715945836,0.001626052528114745,0.4217391304347826,-0.0326504254550635,-0.011570984633386733
E1_GRAPHICAL_DEEPONET,IEEE39,0_2,trajectory_rmse,BELOW_HIGH,0.0010831223152665038,0.005158645044210089,0.3826086956521739,-0.00204987355789768,0.0039365163720751625
E1_GRAPHICAL_DEEPONET,IEEE39,0_2,differential_rmse,BELOW_HIGH,-0.006715377938759741,0.0002665597910079238,0.48695652173913045,-0.011886175364001054,-0.0019151242467153298
